Gene;(Intercept);Selection;WNL-NL;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117891629;2.36E-11;0.000241507;10.72150012;9.761572585;1.873798084;7.74517757;25.65321017;6.965919368;18.92591906;17.18168286;6.460182746;2.659627992;6.041483996;6.996269762;9.194332564;4.862903155;10.39648905;5.553538277;6.937643493;7.410695441;0.936166322
gene-LOC117897685;0;0.000245334;80.25217605;653.0492059;484.3768047;895.1212364;777.0784913;526.7976522;969.4276316;757.767925;677.515749;1.118450643;625.897742;825.5598319;737.3854716;602.1895073;587.8741988;855.2448947;681.7695336;729.6143485;0.934424515
gene-LOC117894696;0;0.000246023;-167.1672455;2870.878497;3571.459148;3161.138903;2739.549069;3439.422688;2923.003054;3033.991604;3201.158849;0.947779147;3121.030632;2895.456214;3500.282407;3693.374946;3251.265665;3487.622038;3477.420883;3172.256418;1.096197919
gene-LOC117892991;2.21E-155;0.000246473;-82.90956886;374.8443873;383.1917081;152.6906435;273.6342418;246.4193976;141.9443929;220.6660108;303.5755796;0.726889861;140.1624287;148.9205992;188.4838176;209.9153195;234.3935712;226.5843617;223.6310841;159.1889485;1.404815386
gene-LOC117899068;0;0.000247961;457.5904506;1383.214835;1227.337745;1509.203172;1571.259123;2024.470316;1896.797665;1830.842368;1373.251917;1.333216684;1311.002027;1196.362129;1649.463262;1059.302404;1392.184397;1881.538768;1444.341856;1385.609139;1.042387651
gene-LOC117900976;0;0.000247995;99.73080971;951.753327;746.7085364;915.0374072;992.9930102;847.2299431;1072.468746;970.8972333;871.1664235;1.11447963;989.5950785;1158.382379;875.3004601;929.6249864;987.6664593;880.7911708;932.6942055;1007.759306;0.925512868
gene-LOC117891878;0;0.000250767;-104.7925379;829.7336697;1041.831735;898.4405982;749.2875136;973.4872316;732.8536434;818.5427962;923.3353341;0.886506523;901.3894122;744.6029961;967.2437857;1022.83063;990.5018654;1191.789314;1068.373937;871.0787313;1.226495262
gene-LOC117890805;0;0.000251668;104.6506558;261.6101453;272.6376212;286.5715701;342.0428022;456.2677186;336.4607832;378.2571013;273.6064455;1.382486076;239.2427662;373.8006987;273.0716771;192.8951585;389.3957715;316.5516818;299.6142039;295.371714;1.014363223
gene-LOC117892153;0;0.000252845;280.6854221;4526.441208;4300.366602;5154.9689;4899.763142;4658.458577;5265.611257;4941.277659;4660.592237;1.060225269;4074.376807;4885.395228;4498.786924;4255.04026;4263.505644;4439.498499;4319.348134;4486.186319;0.962810687
gene-LOC117900099;0;0.000257643;-131.9577044;1991.360807;2264.484984;1806.839282;1926.12853;2038.402155;1702.281275;1888.93732;2020.895024;0.934703335;2121.769179;1981.943277;2192.848317;2294.479805;2238.080551;2179.20842;2237.256259;2098.853591;1.065942031
gene-LOC117899280;6.02E-43;0.000257918;11.25352688;6.833100809;8.432091377;7.74517757;9.619953813;26.12219763;21.02879895;18.92365013;7.670123252;2.467189836;6.041483996;19.98934218;5.516599538;13.7782256;7.561082942;6.664245933;9.33451816;10.51580857;0.88766528
gene-LOC117903037;3.24E-148;0.000260822;100.2820313;280.1571332;422.5414679;807.7113752;337.7672672;575.5590877;897.9297152;603.7520234;503.4699921;1.199181744;327.4484326;492.7372847;399.0340333;369.5806397;470.6774132;576.4572732;472.238442;406.4065835;1.161985217
gene-LOC117903769;0;0.000261415;183.0443884;4279.473421;3225.743401;3527.375156;4394.181125;3481.218204;3706.325815;3860.575048;3677.53066;1.049773722;5380.545647;5360.142105;4723.128638;4614.895094;4204.907251;4447.273452;4422.358599;5154.605463;0.857943179
gene-LOC117903428;0;0.000262536;-196.1238964;1197.744956;1550.567914;1364.257706;1120.190177;1219.035889;1184.972821;1174.732962;1370.856859;0.856933351;1354.500712;1202.358932;1809.444649;1470.21772;1569.869846;1826.003386;1622.030317;1455.434764;1.114464459
gene-LOC117897084;0;0.000262836;-82.496534;818.9959399;802.9224789;765.6661255;734.323141;699.2041565;706.5676447;713.3649808;795.8615148;0.896343104;943.6798002;759.5950027;791.6320338;1096.584661;969.7088874;917.4445234;994.5793574;831.6356122;1.195931659
gene-LOC117890919;0;0.000267484;-108.2676205;995.6804036;1274.182697;1050.024788;870.0713782;1109.322659;1015.690989;998.3616756;1106.629296;0.902164509;1266.295046;908.5156019;1130.902905;1261.923369;1176.693533;1185.125068;1207.91399;1101.904518;1.096205679
gene-LOC117897559;0;0.000267665;-135.2733665;1883.007352;1440.950726;1285.699477;1687.767452;1261.702145;1254.367857;1401.279152;1536.552518;0.91196307;2458.883986;1931.969921;2426.384364;2288.806418;1660.602841;2179.20842;2042.87256;2272.412757;0.898988334
gene-LOC117903108;0;0.000267962;-331.6802333;3133.4648;2373.165273;1663.00027;2896.674981;1836.390493;1441.524168;2058.196548;2389.876781;0.861214504;2965.160345;2735.541477;3438.680379;3082.270116;2975.286138;3387.658349;3148.404868;3046.460734;1.033463137
gene-LOC117897885;0;0.00026848;69.1825344;345.5596695;302.6183905;435.9428518;363.4204774;390.9622245;537.2858132;430.5561717;361.3736373;1.191443225;273.0750766;236.8737048;299.7352416;324.1935436;301.4981823;303.2231899;309.6383053;269.8946743;1.147256077
gene-LOC117890307;0;0.000269041;-116.8651539;1561.851614;1643.320919;1597.719487;1431.235351;1493.318964;1527.742244;1484.098853;1600.964007;0.92700326;1564.744355;1427.239031;1752.439787;1772.5282;1681.395819;1904.863629;1786.262549;1581.474391;1.129491922
gene-LOC117902395;0;0.000269172;-544.5963137;5283.93924;6090.780671;6147.458083;4454.038615;5654.585047;5779.765392;5296.129684;5840.725998;0.906758798;5757.534248;9023.189059;5333.63232;6229.378941;5933.559839;5831.215191;5998.051324;6704.785209;0.894592614
gene-LOC117895435;0;0.000269963;-263.1198981;1728.774505;2075.231378;1637.551829;1580.879077;1610.868854;1460.450087;1550.732672;1813.852571;0.854938652;1897.025975;1499.200663;1865.530077;2036.745938;1841.123696;1622.743885;1833.53784;1753.918905;1.045394878
gene-LOC117902951;0;0.00027188;65.72849025;280.1571332;218.2974768;263.3360374;302.4941032;302.1467526;354.3352623;319.658706;253.9302158;1.258844699;236.8261726;253.8646456;212.3890822;268.2701574;313.7849421;222.1415311;268.0655435;234.3599668;1.143819685
gene-LOC117900005;0;0.000272583;-120.6271249;1143.08015;1438.140029;1201.608977;1089.192548;1227.743289;1104.011945;1140.315927;1260.943052;0.904335787;1226.421251;1018.456984;1413.168915;1483.995946;1317.518703;1375.056077;1392.190242;1219.34905;1.14174874
gene-LOC117898988;0;0.00027293;73.08147851;330.9173106;218.2974768;221.2907877;374.1093149;331.7519099;283.8887858;329.9166702;256.8351917;1.284546203;281.5331542;201.892356;154.4647871;182.3588683;206.0395102;167.716856;185.3717448;212.6300991;0.871803877
gene-LOC117902716;0;0.000273553;67.33489216;313.34648;207.0546883;232.3553271;345.2494535;275.153815;334.3579033;318.2537239;250.9188318;1.268353283;60.41483996;71.96163184;33.09959723;74.56451504;57.65325744;51.09255215;61.10344154;55.15868968;1.107775437
gene-LOC117892204;0;0.000273981;236.4455751;1364.667847;1357.566712;1700.619704;1451.544142;1719.711344;1960.935502;1710.730329;1474.284754;1.160379855;1226.421251;1830.024276;1272.495627;1253.81853;1657.767435;1472.798351;1461.461439;1442.980385;1.012807557
gene-LOC117890076;0;0.000275366;94.94680697;1048.392896;801.9855799;1071.047413;1123.396829;871.6106609;1211.25882;1068.755436;973.8086293;1.097500478;1132.174101;1350.280064;923.1109894;941.7822443;1007.514302;954.097876;967.7981408;1135.188385;0.852544083
gene-LOC117891519;1.16E-117;0.000280009;27.8629853;56.61712099;36.53906263;90.72922297;100.4750732;56.59809486;110.4011945;89.15812083;61.29513553;1.454570906;47.12357517;48.97388833;80.91012656;62.40725715;60.48866354;64.42104402;62.43898824;59.00253002;1.058242557
gene-LOC117902273;0;0.000281505;218.6909428;3665.470506;2463.107581;3442.178203;3997.625251;2495.540613;3733.663254;3408.943039;3190.252097;1.068549737;3856.883383;5110.275327;3744.851653;3895.995911;3797.553908;4164.043;3952.53094;4237.336788;0.932786592
gene-LOC117893165;0;0.000282201;-274.0485149;2647.338485;3800.999413;2818.138182;2550.356644;3305.32874;2588.645151;2814.776845;3088.82536;0.911277433;3034.033263;2248.800995;3076.423676;3485.891078;2879.827466;3273.255461;3212.991335;2786.419311;1.153089674
gene-LOC117900167;0;0.000289309;188.8127155;2117.285094;1919.706137;2169.756174;2197.625004;2088.90507;2486.655476;2257.728517;2068.915801;1.091261672;2457.67569;2728.545207;2522.005422;2525.467705;2643.543624;2549.074069;2572.695133;2569.408773;1.001279033
gene-LOC117895341;0;0.000290463;-1724.160033;12136.56319;13177.48502;9051.899672;9742.875445;10842.4535;8608.13885;9731.15593;11455.31596;0.849488217;20995.36518;32174.84517;26005.25022;20288.84244;29490.11375;25163.08193;24980.67938;26391.82019;0.946531129
gene-LOC117890570;0;0.000293682;-146.5105581;1501.329864;1410.969957;1341.022174;1275.178322;1355.742057;1182.869941;1271.26344;1417.773998;0.896661557;1967.107189;2014.925691;1824.155581;1846.282231;2118.048359;2005.938026;1990.089539;1935.396154;1.02825953
gene-LOC117891237;0;0.000297157;88.78166075;247.9439437;376.6334148;399.4298718;273.6342418;451.0432791;565.6746918;430.1174042;341.3357434;1.260100685;280.3248574;386.7937711;251.9247123;243.1451577;349.7000861;376.5298952;323.1250463;306.3477803;1.054765424
gene-LOC117896080;0;0.000301284;171.6822815;1103.057702;659.5769255;776.7306649;1292.280462;907.3109976;854.8206773;1018.137379;846.4550975;1.202825031;1395.582803;1522.188407;981.9547178;1196.274176;1089.741079;969.6477832;1085.221013;1299.908643;0.834844063
gene-LOC117892315;0;0.000304276;93.05021423;282.1094477;367.2644244;254.4844059;380.5226175;409.2477628;393.2385404;394.3363069;301.2860927;1.308843377;506.2763589;754.5976672;584.7595511;374.4435429;1010.349708;701.9672382;695.5868298;615.2111924;1.130647229
gene-LOC117902598;0;0.000304705;-223.3629215;1546.233097;1931.885824;1592.187218;1413.064327;1535.114481;1452.038568;1466.739125;1690.102046;0.867840571;1739.947391;1212.353603;1765.311852;1992.169326;1474.411174;1682.722098;1716.434199;1572.537615;1.091505972
gene-LOC117892568;6.67E-96;0.000305276;22.70210751;66.37869358;43.09735593;32.08716422;109.0261432;47.01995573;53.62343732;69.88984542;47.18773791;1.48110184;74.91440155;74.96003316;74.47409377;53.4919347;53.87271596;57.75679808;55.04048292;74.78284283;0.736004153
gene-LOC117898616;0;0.000307135;-88.55216668;999.5850327;911.6027678;928.3148545;886.1046345;865.5154814;822.226039;857.9487183;946.500885;0.906442595;1333.959666;934.5017468;1212.732465;1308.120949;1249.468956;1189.567899;1249.052601;1160.397959;1.076400205
gene-LOC117890956;0;0.000307425;-316.4000349;2907.972473;2524.942918;2105.581845;2767.340047;2072.361012;1749.596073;2196.432377;2512.832412;0.874086297;2996.576062;2593.617147;3125.153638;3100.100761;2986.627762;3004.464208;3030.397577;2905.115616;1.043124604
gene-LOC117902295;0;0.000307743;-74.43563383;588.6228269;768.2572144;667.191725;550.4751348;678.3063984;571.9833314;600.2549549;674.6905887;0.889674415;624.6894452;642.657351;793.4709003;831.5564394;695.6196307;858.5770177;795.2510293;686.9392321;1.15767304
gene-LOC117897192;2.14E-194;0.000312078;-83.88462332;466.6031695;1092.424283;1001.340814;412.5891302;945.6235542;950.5017126;769.5714656;853.456089;0.901711846;421.6955829;841.5513056;917.5943899;347.6975756;924.3423897;1006.301136;759.4470337;726.9470928;1.044707436
gene-LOC117894410;0;0.000312557;32.29370647;109.3296129;104.9326927;96.26149266;141.0926559;120.1621091;146.1501527;135.8016392;103.5079328;1.311992575;93.03885354;121.9349873;88.26559261;93.2056438;115.3065149;143.2812876;117.2644821;101.0798111;1.16011774
gene-LOC117900103;0;0.000315464;43.86137968;109.3296129;85.25781281;120.6034793;182.7791224;126.2572885;137.7386331;148.9250147;105.063635;1.417474416;82.16418235;104.9440464;74.47409377;89.1532245;89.78785994;106.6279349;95.18967312;87.19410751;1.091698463
gene-LOC117901601;0;0.000316688;59.93288567;247.9439437;241.7199528;275.5070307;275.7720093;286.473434;382.7241409;314.9898614;255.0569757;1.234978422;193.3274879;215.8848955;249.1664125;218.830642;261.8024969;263.2377143;247.9569511;219.4595986;1.129852386
gene-LOC117901549;0;0.000318935;-99.64062979;1252.409763;1199.230774;1144.073373;1191.805389;1089.295641;1015.690989;1098.930673;1198.571303;0.916867165;1011.344421;966.4846942;1118.03084;1216.536273;1189.925428;1197.342853;1201.268184;1031.953318;1.164072214
gene-LOC117898086;0;0.000319516;-161.6953692;1576.493972;1932.822723;1795.774742;1531.710424;1690.106187;1598.18872;1606.668443;1768.363813;0.908562159;1852.318993;1922.974717;2019.994864;1971.907229;2274.94083;2252.515125;2166.454395;1931.762858;1.121490863
gene-LOC117894207;0;0.000321031;1133.892292;3588.354082;4173.885232;4506.586892;3916.390085;5299.323159;6454.789838;5223.501027;4089.608735;1.277261803;4030.878122;4833.422938;3286.054458;3479.407207;4132.131828;3800.841597;3804.126877;4050.118506;0.939263103
gene-LOC117892621;0;0.000321067;-260.3294252;3568.830937;4566.44593;4218.908868;3371.259369;4414.651399;3787.286691;3857.732487;4118.061912;0.936783509;3868.966351;3348.214815;4315.819706;4424.431387;3907.18961;4377.29887;4236.306622;3844.333624;1.101961234
gene-LOC117893890;0;0.000325074;199.0389633;1238.743561;1075.5601;1148.499188;1410.926559;1163.308534;1485.684646;1353.30658;1154.267616;1.172437449;1036.718654;1112.406892;913.9166569;1091.721758;1090.686214;1007.411843;1063.273272;1021.014068;1.041389444
gene-LOC117898140;0;0.000327504;24.91981759;56.61712099;50.59254826;69.70659813;88.71735183;86.20325217;76.75511617;83.89190672;58.97208913;1.422569693;66.45632396;79.95736871;57.92429515;51.06048312;72.77542332;72.1959976;65.34396802;68.11266261;0.95935125
gene-LOC117903122;0;0.000328728;-290.6419186;2071.405702;2417.199528;2605.699025;1990.261555;2056.687693;2175.429251;2074.126167;2364.768085;0.877094959;2816.539839;2284.781811;2898.053624;2873.975764;2814.613125;3119.977804;2936.188898;2666.458425;1.101156827
gene-LOC117894416;0;0.000330525;54.40329555;333.8457824;278.2590154;337.4684513;354.8694073;335.2348696;422.6788589;370.9277119;316.5244164;1.17187709;308.1156838;369.8028303;274.9105437;278.8064475;368.6027934;338.7658349;328.7250253;317.6096859;1.034996853
gene-LOC117894128;0;0.000333796;320.2014393;3669.375135;2851.920684;3486.436361;4192.162095;2935.264274;3840.910128;3656.112166;3335.910726;1.095986214;3436.396097;4901.386702;3371.561751;3578.286238;3650.11279;3536.493175;3588.297401;3903.11485;0.919341997
gene-LOC117889991;0;0.000334101;53.597836;267.4670888;291.375602;287.678024;288.5986144;382.2548253;336.4607832;335.7714076;282.1735716;1.189946336;315.3654646;292.8438629;309.8490074;321.7620921;378.0541471;318.7730971;339.5297788;306.019445;1.109503936
gene-LOC117897554;0;0.000336457;100.3756484;604.241343;435.6580545;609.6561202;645.6057892;520.7024727;784.3742008;650.2274876;549.8518392;1.182550355;542.5252628;625.6664101;557.1765534;544.6451533;569.9166268;588.6750574;567.7456125;575.1227421;0.987172947
gene-LOC117894114;0;0.000337325;-70.89413597;669.6438793;575.2560117;549.9076075;547.2684836;520.7024727;514.1541343;527.3750302;598.2691662;0.881501271;459.1527837;449.760199;467.9915275;573.8225722;602.0512293;585.3429344;587.0722453;458.9681701;1.279113201
gene-LOC117895327;0;0.000337696;-133.7800711;2254.923267;2192.343758;2019.278438;2147.387468;2015.762917;1902.054865;2021.735083;2155.515154;0.937935917;2416.593598;1784.048789;2184.573417;2502.774157;2071.736726;2103.680299;2226.063728;2128.405268;1.045883395
gene-LOC117891073;0;0.000339766;-158.1217473;1732.679134;2004.96395;2034.768793;1491.092841;1865.995651;1940.958143;1766.015545;1924.137292;0.917822004;2035.980107;1985.941145;1977.700935;2146.971743;1917.679661;2332.486076;2132.37916;1999.874062;1.066256721
gene-LOC117895716;0;0.00034339;120.7160215;2020.645525;1326.649043;1585.548494;2191.211702;1464.584547;1639.194878;1764.997042;1644.281021;1.073415687;1900.650865;1779.051454;1676.126826;1821.157231;1559.473357;1663.840068;1681.490219;1785.276382;0.941865493
gene-LOC117893417;0;0.000346253;38.53385376;86.877996;63.70913485;85.19695327;109.0261432;139.3183874;103.0411149;117.1285485;78.59469471;1.490285685;204.2021591;105.9435135;66.19919446;94.01612766;102.0746197;81.08165885;92.39080208;125.448289;0.736485151
gene-LOC117898803;0;0.000347509;101.324543;570.0758389;328.8515637;460.2848385;619.952579;414.4722024;628.7610886;554.39529;453.070747;1.223639561;563.0663084;594.6829298;375.1287686;532.4878954;404.5179374;463.1650923;466.7236417;510.9593356;0.913426195
gene-LOC117890179;0;0.000353919;-225.0303629;1133.318577;1684.544477;1431.751397;1069.952641;1306.980621;1197.5901;1191.507787;1416.53815;0.841140627;1240.920813;959.4884245;1452.704545;1652.576589;1296.725725;1664.950776;1538.084363;1217.704594;1.263101388
gene-LOC117898571;0;0.000362976;76.75171345;784.8304358;451.5853382;731.3660534;908.5511934;519.8317328;769.6540416;732.6789893;655.9272758;1.117012535;780.5597323;911.5140033;622.4563146;760.2338598;704.125849;669.7567162;711.3721417;771.5100167;0.922051725
gene-LOC117902074;0;0.000363487;-144.6992728;2408.179957;2672.972967;2545.950513;2310.926683;2476.384335;2405.6946;2397.668539;2542.367812;0.943084839;3104.114477;2652.585707;3085.618008;3253.28221;3086.812111;3178.84531;3172.979877;2947.439397;1.07652082
gene-LOC117900132;0;0.000364463;-99.7860941;973.2287867;931.2776476;954.869749;820.9027253;916.8891368;822.226039;853.3393004;953.1253945;0.895306436;801.1007779;727.6120552;907.4806241;943.403212;953.6415861;860.798433;919.281077;812.0644857;1.132029652
gene-LOC117902563;0;0.000370395;-143.8527438;2482.367908;2605.516236;2471.818099;2325.891055;2546.914269;2255.338687;2376.048004;2519.900748;0.942913329;2803.248574;2338.753035;2678.309076;2698.911251;2906.291256;2901.168396;2835.456968;2606.770228;1.087728
gene-LOC117897012;0;0.000370454;60.16205165;381.6774881;331.6622608;479.0945554;427.5535028;399.6696237;545.6973328;457.6401531;397.4781014;1.151359412;296.0327158;403.784712;307.0907076;380.9274138;348.7549507;289.8946981;339.8590209;335.6360451;1.012582009
gene-LOC117897892;0;0.000372631;76.68466042;478.3170566;536.843151;885.1631509;519.4775059;627.803483;983.0963509;710.1257799;633.4411195;1.12106044;391.4881629;559.7015809;530.5129889;404.4314457;560.4652731;698.6351153;554.5106114;493.9009109;1.122716316
gene-LOC117898622;1;0.000373401;-237.2901457;2423.798473;3566.774652;2908.867405;2209.382726;3289.655421;2688.531946;2729.190031;2966.480177;0.920009529;3384.439335;2239.805791;3214.338664;3692.564462;3237.088635;3305.465983;3411.70636;2946.194597;1.158004418
gene-LOC117897524;0;0.000376489;497.1817531;1194.816484;1053.074523;1427.325581;1321.140324;1568.202598;2277.418926;1722.253949;1225.072196;1.405838737;944.888097;962.4868258;1147.452704;1121.709661;1130.3819;1358.395463;1203.495674;1018.275876;1.181895499
gene-LOC117898517;0;0.00037705;-145.5112581;1483.759033;1709.840751;1675.171263;1430.166467;1559.495198;1442.575608;1477.412424;1622.923682;0.910340049;2042.021591;1803.038664;2342.715937;1959.749971;2020.699416;2430.22835;2136.892579;2062.592064;1.036022884
gene-LOC117890890;0;0.000377652;34.57400058;93.71109681;109.6171879;89.62276903;101.5439569;163.6991051;131.4299934;132.2243518;97.65035125;1.354059152;44.70698157;90.9515069;75.39352702;85.10080521;90.73299531;59.97821339;78.60400464;70.35067183;1.117317043
gene-LOC117894164;0;0.000379311;-1149.794839;7467.603027;10080.09679;9231.14521;7144.419031;8627.291137;7557.750343;7776.486837;8926.281676;0.871189944;10046.98789;7621.936172;10094.45772;11408.3708;9591.233712;10230.72821;10410.11091;9254.460593;1.124874951
gene-LOC117892110;0;0.000379997;-119.8152505;1687.7759;1923.453733;1607.677573;1628.978846;1715.357644;1515.124964;1619.820485;1739.635735;0.931126242;1975.565267;2181.836699;2168.023619;2044.850776;2287.22759;2260.290079;2197.456148;2108.475195;1.042201565
gene-LOC117891172;0;0.000380251;129.4099122;2455.035505;1907.526449;1408.515864;2648.69395;1951.328163;1559.285442;2053.102518;1923.692606;1.067271617;2009.397577;2146.85535;2421.787197;2216.673355;1959.265617;2029.262887;2068.40062;2192.680041;0.943320767
gene-LOC117901366;0;0.000382286;439.559828;3366.766384;3304.442921;4325.128446;3617.102634;4015.852515;4682.062086;4105.005745;3665.445917;1.119919878;4108.209117;3994.870034;3058.954444;2567.612866;3221.966469;3587.585727;3125.721687;3720.677865;0.840094682
gene-LOC117898893;0;0.000382509;114.5865232;880.4938471;683.9363006;982.5310975;918.1711472;830.6858846;1141.863783;963.5736049;848.9870817;1.134968512;682.6876915;855.5438452;643.6032795;772.3911177;748.5472113;771.9418205;764.2933832;727.2782721;1.05089539
gene-LOC117900960;0;0.000388884;48.42522593;158.1374759;138.6610582;211.3327023;206.2945651;211.5898008;235.5225482;217.8023047;169.3770788;1.285901884;135.3292415;188.8992836;157.2230868;166.959675;120.0321917;145.5027029;144.1648565;160.4838706;0.898313681
gene-LOC117902737;0;0.000391363;556.6615868;5482.099164;3304.442921;4059.579501;6029.573273;3519.53076;4967.002312;4838.702115;4282.040528;1.12999914;4104.584227;5981.810646;4011.487298;3963.266071;3738.01038;3935.237223;3878.837891;4699.294057;0.825408635
gene-LOC117894424;0;0.000392408;98.53006075;1018.132021;1064.317312;1243.654227;1041.092779;1199.008871;1381.592091;1207.231247;1108.701186;1.088869807;924.3470514;942.4974836;908.4000573;1014.725792;1016.02052;987.4191057;1006.055139;925.0815308;1.087531321
gene-LOC117898459;0;0.000396651;119.0620841;1370.524791;1009.040268;1337.702812;1579.810193;1101.486;1393.15793;1358.151374;1239.08929;1.096088381;1207.088502;1680.10421;1019.651481;1356.74998;1162.516502;1104.04341;1207.769964;1302.281398;0.927426258
gene-LOC117894384;0;0.000397536;-148.6938876;2435.51236;2844.425491;2873.460879;2300.237845;2647.04936;2760.029862;2569.105689;2717.799577;0.945288869;2903.537208;2544.643259;3157.333802;3224.104791;3210.624844;3221.052201;3218.593946;2868.504757;1.122045881
gene-LOC117898223;0;0.000398281;-316.7191191;2039.192513;3073.965756;2325.766179;1822.446806;2482.479515;2183.840771;2162.922364;2479.641483;0.872272213;2174.934239;1863.006691;2310.535773;2399.842707;2047.163207;2467.99241;2304.999441;2116.158901;1.08923741
gene-LOC117897755;0;0.000398536;-154.1276551;1392.976408;1377.241592;1372.002884;1338.242464;1195.525911;1146.069543;1226.612639;1380.740294;0.888373175;1611.86793;1421.242229;1405.813449;1544.782235;1355.324117;1415.041553;1438.382635;1479.641203;0.97211583
gene-LOC117903198;2.48E-125;0.000398956;16.53048209;36.11781856;14.99038467;19.9161709;47.03088531;30.47589723;43.10903785;40.20527346;23.67479138;1.698231373;30.20741998;13.99253952;11.03319908;32.41935436;18.90270736;16.66061483;22.66089218;18.41105286;1.230830869
gene-LOC117895326;0;0.000400465;-143.4360272;811.1866818;1031.525845;820.9888225;766.3896537;799.3392474;667.6643667;744.4644226;887.9004498;0.838454832;1057.259699;900.5198651;1039.879013;1047.95563;962.1478044;1107.375532;1039.159656;999.2195258;1.039971326
gene-LOC117892357;0;0.000401499;204.1590693;3869.487373;3563.027056;4139.244184;4008.314089;3896.561146;4279.360586;4061.41194;3857.252871;1.052928619;3667.180786;3820.962757;4063.894993;3998.116877;4623.602219;5012.623649;4544.780915;3850.679512;1.180254264
gene-LOC117895455;0;0.000402055;-100.0450072;1286.575267;1298.542072;1159.563728;1235.629623;1171.145194;1037.771228;1148.182015;1248.227022;0.919850311;1515.204186;1456.223578;1563.955969;1674.459653;1522.613078;1718.264743;1638.445824;1511.794578;1.083775434
gene-LOC117899202;0;0.000402486;-238.8811006;3658.637405;4356.580545;4160.266809;3361.639416;4265.754873;3831.447169;3819.613819;4058.49492;0.941140471;4311.20298;4286.71443;4457.412427;4458.471709;4445.91677;5147.019275;4683.802585;4351.776612;1.076296649
gene-LOC117900139;0;0.000404306;-40.36659636;208.8976533;197.6856978;237.8875968;188.1235412;137.5769075;197.6707101;174.457053;214.8236493;0.812094262;300.865903;301.8390669;345.7069044;255.3024156;251.4060078;313.2195588;273.3093274;316.1372914;0.864527327
gene-LOC117901324;0;0.000406366;25.01001548;76.14026616;56.21394251;53.10978905;84.4418168;94.03991146;82.01231591;86.83134806;61.82133258;1.40455316;85.78907274;81.95630292;60.68259492;90.77419222;64.26920501;68.86387464;74.63575729;76.14265686;0.980209522
gene-LOC117895155;0;0.000406942;55.50870402;267.4670888;162.0835342;256.6973138;331.3539647;238.5827383;282.8373459;284.2580163;228.7493123;1.242661731;234.409579;244.8694417;204.1141829;244.7661254;172.9597723;262.1270067;226.6176348;227.7977345;0.994819528
gene-LOC117893062;0;0.00040751;-130.5105435;1291.456053;1314.469356;1113.092662;1092.3992;1161.567055;1073.520186;1109.162147;1239.67269;0.894721773;1283.211201;1499.200663;1467.415477;1294.342723;1504.655506;1550.547887;1449.848705;1416.609114;1.023464194
gene-LOC117890411;0;0.000407565;-150.6758437;1368.572476;1786.666473;1585.548494;1266.627252;1685.752487;1336.380173;1429.586637;1580.262481;0.904651382;1567.160949;1397.255018;1455.462845;1633.124976;1704.079068;1608.304685;1648.50291;1473.292937;1.118924057
gene-LOC117889945;0;0.000411637;-213.6137529;2694.194033;3080.52405;2537.098881;2574.94097;2701.905975;2394.12876;2556.991902;2770.605655;0.922899979;2852.788743;2608.609154;3163.769835;2946.108828;3241.814312;3071.106667;3086.343269;2875.055911;1.073489826
gene-LOC117893080;0;0.000412138;224.8422263;1661.419654;1257.318514;1555.674238;1740.142756;1504.638583;1904.157745;1716.313028;1491.470802;1.150752013;1895.817678;2076.892652;1548.325604;1774.959651;1668.163924;1586.090532;1676.404703;1840.345311;0.910918561
gene-LOC117901112;0;0.000412792;-409.2351148;3539.546219;4896.234393;4056.260139;3253.682156;4150.817203;3859.836047;3754.778469;4164.013584;0.901720994;5150.969255;3717.018178;5298.693857;5639.346692;4840.983354;5560.202523;5346.84419;4722.227096;1.132271718
gene-LOC117893475;0;0.00041413;-181.1145009;1182.12644;1429.707938;1446.135298;1072.090408;1306.980621;1135.555143;1171.542058;1352.656559;0.866104593;1311.002027;1184.368524;1479.36811;1365.665303;1354.378982;1703.825543;1474.623276;1324.912887;1.112996402
gene-LOC117891535;0;0.000417379;-475.7060354;2968.494223;3789.756624;3130.158192;2821.853118;3011.889387;2627.548429;2820.430311;3296.136347;0.855677683;3936.630972;3317.231334;4212.843181;4068.628973;4292.804841;4316.209949;4225.881254;3822.235162;1.105604725
gene-LOC117890330;0;0.000417899;-336.4983264;3119.798598;3283.831142;3604.826932;2921.259308;2734.123352;3343.579033;2999.653898;3336.152224;0.8991358;4604.819102;3496.135947;4648.654544;4628.673319;4289.969434;4674.968522;4531.203759;4249.869864;1.066198237
gene-LOC117891174;0;0.000419682;-126.9633298;471.4839558;584.6250021;477.9881015;432.8979216;379.6426055;340.666543;384.4023567;511.3656865;0.75171715;749.1440155;461.7538043;532.3518555;677.5645062;547.233378;477.6042918;567.467392;581.0832251;0.976568188
gene-LOC117897933;0;0.000420749;-170.6507608;3711.349897;4018.359991;3060.451594;3564.727329;3794.684576;2918.797294;3426.069733;3596.720494;0.952553789;3211.652892;2915.445556;3722.785255;3833.588654;3694.534153;3877.480425;3801.867744;3283.294568;1.157942934
