Gene;(Intercept);Selection;WNL-NL;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117902120;0;7.27898E-18;-338.2274354;679.1269973;645.3799385;1002.694321;326.6373162;397.0729392;627.3024959;704.1222471;596.2760725;862.1331066;656.7485302;780.889654;794.3617598;743.9999814;720.8438087;1.032123703;450.3375838;775.7337521;0.58053112
gene-LOC117898984;0;7.42471E-18;-748.9230328;1474.511328;1777.675991;2179.618758;940.411622;1178.468769;1151.272301;1707.057019;1979.002646;3632.68875;1394.327649;2674.84529;2772.456423;2280.54312;2439.582805;0.934808655;1090.050897;1810.602026;0.602037821
gene-LOC117902337;0;7.50626E-18;239.3732993;979.5543639;1028.574277;957.3944903;1224.510125;1285.933464;1114.740542;1439.263095;1504.557067;1204.640409;1264.10059;1388.350231;1200.468053;1284.306291;1382.82019;0.928758706;1208.39471;988.5077104;1.222443384
gene-LOC117901960;0;8.5476E-18;227.7475011;5305.248018;5204.336141;5664.221088;5346.217283;5461.574349;5896.225956;5525.446826;6274.765646;5700.635236;5276.441183;6582.964017;6321.42378;6060.276326;5833.615903;1.038854191;5568.005862;5391.268416;1.032782164
gene-LOC117901953;0;1.13102E-17;-218.4366679;1014.086245;1151.503789;931.2599728;834.8242105;877.9319114;741.0728321;1213.86126;775.5550909;744.8360853;1319.110296;684.5401668;843.4515315;949.033998;911.4174788;1.041272545;817.9429847;1032.283336;0.792362868
gene-LOC117896424;0;2.01914E-17;460.7951847;1547.028279;1819.933011;1947.021552;1911.967732;2398.830554;2279.581782;1571.609127;2283.083633;1967.071047;1634.57412;2127.947248;1828.593995;1863.705121;1940.587936;0.96038169;2196.793356;1771.327614;1.240195963
gene-LOC117893363;0;2.6515E-17;206.1365275;1657.530299;1472.272985;1602.045921;1867.909676;1693.935016;1720.123982;1469.247743;1686.80756;1664.444732;1371.874708;1573.708292;1450.379618;1465.320872;1606.833345;0.911930834;1760.656225;1577.283068;1.116258876
gene-LOC117894350;0;4.17334E-17;-504.8221742;3576.351832;3518.857284;3690.193868;3175.218562;2969.850584;3126.074834;2371.889038;2525.754128;2192.281328;2540.550297;2082.066539;2108.628829;2243.748555;2363.308165;0.949410064;3090.381327;3595.134328;0.859601073
gene-LOC117901599;0;4.17993E-17;-211.850232;1099.264885;919.0901802;996.5962665;911.5459988;744.0564021;734.8102448;927.4561757;785.4600091;722.5496513;899.2402952;731.3384892;732.9995452;787.8594432;811.8219454;0.970483057;796.8042152;1004.983777;0.792852813
gene-LOC117897911;0;4.51503E-17;-228.2845711;1146.458456;1152.464176;1186.507094;894.0747004;957.1643556;961.3071526;922.2864088;1235.143293;1283.229413;1038.448531;1359.904192;1134.643132;1177.665285;1146.886372;1.026836933;937.5154029;1161.809909;0.806943886
gene-LOC117895106;0;5.10713E-17;-587.2236008;2954.77797;2438.422119;2700.566806;2454.337602;1871.524977;2036.384641;1917.983507;1830.428874;1730.131064;2051.076179;1376.421247;1786.198283;1737.89857;1826.181148;0.951657272;2120.749073;2697.922298;0.786067514
gene-LOC117891048;0;5.23543E-17;-1008.652588;4126.559806;4002.892237;4240.761036;3359.047005;2931.600438;3120.856011;2840.269916;2453.448225;2299.021618;3226.487651;1704.927118;2223.543522;2384.986097;2530.913253;0.942342095;3137.167818;4123.40436;0.760819833
gene-LOC117889951;0;7.1894E-17;388.6599873;2723.414366;2332.779569;2441.835083;3109.891099;2765.849808;2669.949725;2975.717808;3389.46299;3036.819882;3161.374121;3263.953583;3235.462224;3220.26331;3134.000227;1.027524913;2848.563544;2499.343006;1.139724935
gene-LOC117896319;0;8.85824E-17;233.895267;959.9862979;994.9607385;1042.767247;1137.153633;1290.487052;1214.941939;1160.095685;1634.311494;1788.779575;1015.995589;1388.350231;1448.148264;1284.164695;1527.728918;0.840571046;1214.194208;999.2380946;1.215120015
gene-LOC117903844;0;1.01918E-16;-1074.648144;5550.424375;6101.337424;5967.381491;4701.298489;4789.464649;4946.400213;5363.116147;4479.003986;4199.233363;5860.217654;3713.584524;4382.377799;4652.059992;4680.451165;0.993934095;4812.387784;5873.047763;0.819402119
gene-LOC117899161;0;1.21527E-16;301.2829895;1686.306866;1788.240246;1763.208779;1924.121679;2162.043939;1972.715004;1695.683532;2581.221669;2205.184001;1734.489708;1960.023856;1710.332272;1801.615279;2160.696401;0.83381232;2019.626874;1745.918631;1.156770332
gene-LOC117900692;0;1.22651E-16;-257.4650347;1401.994378;1406.966681;1372.062168;1188.048285;1176.647333;1055.245962;1185.944519;789.4219763;710.8199492;1176.534119;771.7135124;825.6007054;924.6161123;895.3954815;1.032634329;1139.980527;1393.674409;0.817967611
gene-LOC117893113;0;1.25183E-16;414.0285612;3517.647634;2880.200053;3727.653343;3851.281845;3293.155385;4077.988106;3119.437327;3470.683319;2904.274248;2944.703239;3011.609688;2607.336282;2854.549736;3164.798298;0.901968931;3740.808445;3375.16701;1.108332842
gene-LOC117895664;0;1.44658E-16;-2813.373127;18685.20093;19367.16047;17837.67933;15254.72229;16399.29453;15844.3459;15431.75409;11759.11882;13797.64862;14731.37472;13200.79737;15510.1365;14480.76953;13662.84051;1.059865225;15832.78757;18630.01358;0.849853786
gene-LOC117902176;0;1.87365E-16;-2180.148875;10007.33918;10378.90029;9710.715544;8313.299509;7798.476096;7566.249239;7930.422372;6961.176474;8014.905466;8480.475892;7191.342208;7385.779284;7685.865795;7635.501437;1.006596077;7892.674948;10032.31834;0.786724931
gene-LOC117890469;0;2.26559E-16;344.9166043;2428.742312;2322.215314;2324.229754;2616.137016;2680.242339;2707.525249;2639.682962;2708.995113;2693.139609;2318.266179;3071.254609;2618.493048;2669.337945;2680.605895;0.995796492;2667.968201;2358.395794;1.131263976
gene-LOC117900138;0;2.26733E-16;-6302.32203;26712.71225;21678.81153;28616.42549;21738.85283;15888.38187;20875.29104;14414.34398;13855.99;9755.593263;15448.74619;7360.183214;8538.273242;10449.06755;12675.30908;0.824363926;19500.84191;25669.31642;0.759694633
gene-LOC117891150;0;2.46748E-16;-258.5050093;1650.623922;1324.373415;1645.603451;1330.097537;1181.200922;1341.23745;1046.360814;1258.915096;1095.554179;1020.486178;912.1084796;950.5564879;961.0503817;1133.61003;0.847778651;1284.178636;1540.200263;0.833773807
gene-LOC117891112;0;2.58827E-16;-471.1459763;4867.844189;5317.661785;4657.171015;4476.450476;4754.857375;4167.751857;4257.819991;4522.585626;4397.465329;4555.70177;4378.854793;4515.143317;4483.233294;4392.623649;1.020627682;4466.353236;4947.558996;0.902738752
gene-LOC117891598;0;3.17319E-16;816.9995617;10357.26224;8779.856246;9327.409288;10788.90652;9690.036864;10090.07193;12935.79065;13113.12113;11231.18979;11298.32001;12571.31405;11697.86945;11855.83451;12426.70053;0.954061336;10189.67177;9488.175925;1.073933689
gene-LOC117899930;0;4.4188E-16;205.4947505;782.722641;865.3085187;791.8758796;880.4015105;1110.164938;1017.670438;1308.98497;1093.502963;900.8411237;1264.10059;1179.134201;1151.378281;1198.204357;1101.109686;1.088178928;1002.745629;813.3023464;1.232930943
gene-LOC117900213;0;4.51971E-16;-740.3195372;4270.442644;3522.698831;4350.52601;3637.828157;2758.564066;3547.755713;2866.11875;2796.158393;2340.075575;2851.523533;2004.069335;1988.135753;2281.242874;2667.450906;0.855214568;3314.715979;4047.889162;0.818875183
gene-LOC117903106;0;4.66059E-16;-478.7774491;5566.539253;4597.371675;5422.912377;5044.647481;4262.159072;4801.31694;4660.027853;3927.300045;3781.655967;4802.684123;3661.280517;3189.719482;3884.561374;4122.994622;0.942169886;4702.707831;5195.607768;0.905131419
gene-LOC117895340;0;4.88906E-16;-203.2946273;902.4331625;1052.583947;1019.246182;708.727014;856.9854031;811.0050571;976.0519843;682.4488603;605.25263;986.8067659;768.0430557;594.6556432;783.1684883;754.5844915;1.037880446;792.2391581;991.4210972;0.799094512
gene-LOC117892699;0;6.16577E-16;202.1511976;833.3694001;747.1809407;801.458536;1015.614167;887.9498066;1033.326907;1240.744048;1055.864274;807.0035066;1042.939119;958.906802;803.2871729;935.0443646;1034.537276;0.903828587;978.9636268;794.0029589;1.232947076
gene-LOC117903002;0;6.36726E-16;-2017.940605;19378.14068;17478.07961;18640.88017;17600.43399;15273.64739;16465.38581;13326.62503;14717.71787;14291.46908;13534.63296;12875.04434;13974.96545;13461.54758;14111.93733;0.953912087;16446.48907;18499.03349;0.889045856
gene-LOC117892570;0;9.20899E-16;-911.9539435;2536.942207;2810.091815;2595.157586;1847.399891;1601.952523;1839.113141;1720.498413;1138.075095;1131.916256;1897.273532;845.1226456;942.7467515;1228.380976;1330.163255;0.923481364;1762.821852;2647.397203;0.665869802
gene-LOC117893398;0;1.04529E-15;743.8676419;5617.186012;5523.184563;5300.951295;5978.222508;6382.309995;6078.884752;5900.771901;5758.719411;4591.005414;5465.045889;5761.699339;4476.094635;5234.279955;5416.832242;0.966299069;6146.472418;5480.440623;1.121528877
gene-LOC117893022;0;1.04929E-15;-266.1398324;1667.889863;1727.735877;1699.614787;1462.271706;1413.433949;1425.782378;1457.874256;1561.0151;1731.304035;1613.243825;1620.506615;1712.563625;1648.771355;1583.397797;1.041286882;1433.829344;1698.413509;0.844216875
gene-LOC117893947;0;1.47625E-15;279.3025366;1098.113823;1300.363745;1036.669193;1420.492515;1550.952329;1233.729701;3990.026067;4481.975462;4955.79915;3471.22471;4883.542584;5530.40905;4628.392115;4475.93356;1.034061845;1401.724848;1145.04892;1.224161539
gene-LOC117901547;0;1.80402E-15;-917.0378565;4882.808004;4396.650831;4788.714753;4060.177803;3351.441321;3941.254949;4150.28884;3500.398073;3961.12041;4308.719417;2910.67213;3874.744932;3698.045493;3870.602441;0.955418581;3784.291358;4689.391196;0.806989905
gene-LOC117903560;0;1.85304E-15;-1276.290212;8611.100113;8700.144141;8464.099061;7585.581953;7191.938075;7180.056355;7126.006648;6480.787944;6833.724462;7730.547656;5996.608565;7830.934259;7186.03016;6813.506351;1.054674317;7319.192128;8591.781105;0.851882984
gene-LOC117890123;0;1.88426E-15;-905.5392986;4369.434037;4210.335789;4732.089965;3600.606695;3168.387054;3868.191431;3054.298264;3206.222004;3277.278775;3173.723239;2603.271385;3649.378253;3142.124292;3179.266348;0.988317413;3545.728393;4437.286597;0.799075813
gene-LOC117902823;0;2.17906E-15;-343.4418932;3046.862986;2612.252132;2867.827718;2694.378048;2313.223086;2478.940812;1932.458854;1921.554121;1982.31966;2053.321473;1704.927118;2114.207212;1957.485268;1945.444212;1.006189361;2495.513982;2842.314279;0.877986646
gene-LOC117898375;0;2.25531E-15;151.3853049;374.0953799;436.0156132;527.9172531;533.2544093;553.7163922;671.1406071;455.9734376;560.6183671;442.2097703;436.7097064;416.5968307;422.8414424;425.3826598;486.2671917;0.874792022;586.0371362;446.0094154;1.313956872
gene-LOC117893561;0;3.07173E-15;-441.7409472;3971.16634;3607.21287;3545.582871;3344.614194;3280.405337;3163.650358;3141.150348;2495.048881;3354.69481;3379.167651;2564.73159;3073.689113;3005.862785;2996.964679;1.002969039;3262.889963;3707.987361;0.879962536
gene-LOC117893897;0;3.86995E-15;1195.047127;10409.06006;9819.955165;10996.5338;11170.99621;11299.27513;11927.09754;11684.70707;12799.13523;14380.61481;11182.68737;15404.90659;13901.3308;13496.30825;12954.81904;1.041798285;11465.78963;10408.51634;1.101577713
gene-LOC117902925;0;3.94552E-15;-1390.11498;9545.763032;8282.375877;9561.748795;8417.367677;6914.169161;7898.166367;5824.259351;5842.911215;5855.467304;5289.912947;4885.377812;5919.780193;5365.023651;5840.87929;0.918530136;7743.234401;9129.962568;0.848112393
gene-LOC117902540;0;4.0309E-15;-456.2850583;2208.889335;2067.712809;2032.394309;1834.486322;1633.827644;1497.802132;1298.645437;1301.506245;1073.267745;1475.158237;795.5714807;812.2125859;1027.647435;1224.473142;0.839256819;1655.372033;2102.998818;0.787148342
gene-LOC117901523;0;4.76734E-15;1052.568334;10099.42419;10135.92243;10155.87349;10895.25355;11539.70461;10737.20595;9974.548191;11738.3185;9883.447016;8777.977363;11680.3107;11904.26963;10787.51923;10532.10457;1.024251057;11057.38804;10130.4067;1.091504849
gene-LOC117902473;0;5.30238E-15;-569.3383341;7481.907598;7032.912633;7257.555504;6964.21143;6400.52435;6626.861142;6867.518304;5868.664002;5352.263082;6644.947949;5324.914997;5648.670773;5872.844573;6029.481796;0.974021445;6663.865641;7257.458578;0.918209256
gene-LOC117893965;0;7.65357E-15;182.5695503;520.2803437;500.3615297;563.634427;651.7553891;732.2170713;708.716131;606.93063;809.2318126;729.5874726;606.2294125;841.4521889;685.0254502;710.9023505;715.2499717;0.993921536;697.5628638;528.0921001;1.320911378
gene-LOC117892725;0;7.85181E-15;316.8802504;2243.421217;2014.891534;2144.772734;2573.598203;2353.294667;2328.638716;2543.525298;2769.415114;2649.739711;2265.501767;2819.828328;2620.724401;2568.684832;2654.226708;0.967771451;2418.510529;2134.361828;1.13313052
gene-LOC117895165;0;7.94767E-15;-1146.205299;5972.864388;6161.841793;6227.855515;5222.398951;4932.447336;4816.973409;4918.516196;4331.420706;4586.313533;5595.272948;3775.982287;4493.945462;4621.733566;4612.083478;1.002092349;4990.606565;6120.853899;0.815344827
gene-LOC117901690;0;8.46427E-15;-1058.051293;5506.683992;6549.838066;5977.835298;4601.78805;5172.876822;5124.883951;4877.158061;4456.222674;5495.365448;4675.825006;4324.715558;4422.542157;4474.360907;4942.915395;0.905206857;4966.516275;6011.452452;0.826175756
gene-LOC117898091;0;8.51896E-15;221.5824622;1069.337255;933.4959824;1168.212931;1283.760615;1162.986567;1329.75604;1280.034276;1591.720346;1269.153771;1232.666472;1426.890026;1314.267069;1324.607856;1380.302798;0.9596502;1258.834407;1057.01539;1.190932904
gene-LOC117890657;0;9.25608E-15;238.5446565;1213.220094;1241.780149;1259.683742;1378.713323;1509.059312;1479.014371;1467.179836;1768.027889;1215.197141;1424.639119;1748.054983;1189.311286;1454.001796;1483.468289;0.980136756;1455.595669;1238.227995;1.175547374
gene-LOC117899962;0;9.70161E-15;187.5574865;828.7651493;703.0031473;705.6319719;961.6810287;927.1106699;865.2808138;827.1626985;857.7659115;750.7009364;789.2208833;814.8413781;804.4028495;802.8217036;811.8765155;0.988847058;918.0241708;745.8000895;1.230925262
gene-LOC117889845;0;1.04283E-14;232.0498522;1193.652027;1090.99942;1236.162677;1385.549918;1333.290787;1435.176259;1462.01007;1770.999365;1501.401873;1343.808531;1810.452747;1451.495294;1535.252191;1578.137102;0.972825611;1384.672321;1173.604708;1.179845575
gene-LOC117894947;0;1.09302E-14;694.247713;8397.00245;8226.673442;8571.250582;8738.687641;9100.802479;9149.640065;11298.00851;10537.84242;13348.40103;9786.114423;12699.78004;12612.72429;11699.53958;11728.08398;0.99756615;8996.376729;8398.308825;1.071212897
gene-LOC117901703;0;1.26769E-14;221.7783413;1017.539433;995.9211253;1210.028159;1171.336608;1255.879778;1403.863323;1269.694742;1288.629851;1287.921294;1157.449119;1334.210995;1187.079933;1226.246683;1282.081962;0.956449524;1277.02657;1074.496239;1.188488636
gene-LOC117892030;0;1.41158E-14;-1279.596698;8883.901975;9038.200299;7616.469544;7814.228074;7445.117609;6453.596226;6609.029961;7871.438451;6640.184376;6130.775595;7501.495795;9839.152191;7823.807861;7040.217596;1.111301995;7237.647303;8512.857273;0.850201885
gene-LOC117889768;0;1.42254E-14;-638.7368072;2701.544174;2909.972044;2765.9031;2291.018944;2095.561544;2112.579454;1929.356994;1813.590513;1793.471456;2116.189708;1525.992356;1768.347457;1803.50984;1845.472988;0.977261576;2166.386647;2792.473106;0.775794991
gene-LOC117894184;0;1.51572E-14;-1025.892797;7419.750211;6964.725169;6543.212026;6561.611948;5788.522021;5503.770484;6454.970909;5524.963342;5778.05127;7022.157361;5312.986013;6292.416187;6209.186521;5919.328507;1.048968057;5951.301484;6975.895802;0.853123621
gene-LOC117890051;0;1.68584E-14;-851.7790009;5503.230804;5088.129336;5579.719482;4691.423407;4098.229877;4836.804935;3854.578175;4028.33021;3733.564188;3982.029122;3346.538858;3718.550204;3682.372728;3872.157525;0.950987326;4542.15274;5390.359874;0.842643691
gene-LOC117898704;0;2.13619E-14;10253.92983;60198.27747;57674.10929;60293.20297;65878.94857;71483.14694;68726.67694;94991.3643;105582.4655;87029.69793;84626.25804;111423.1352;105111.2422;100386.8785;95867.84257;1.047138183;68696.25749;59388.52991;1.156726014
gene-LOC117890161;0;2.3758E-14;-533.9392942;2483.993322;2709.2512;2528.950141;2107.950122;1978.989672;2059.347462;2128.909995;2049.327565;2035.10332;2302.54912;1567.284993;1778.388547;1882.740887;2071.113627;0.909047607;2048.762418;2574.064888;0.795924931
gene-LOC117896070;0;3.40997E-14;508.9747838;6664.653075;5815.142154;6119.832843;6974.086512;6385.042148;6546.491272;10433.62349;7864.505009;9959.69008;8954.232952;8837.542019;9400.691276;9064.155415;9419.272859;0.962298847;6635.206644;6199.876024;1.07021602
gene-LOC117893206;0;3.57304E-14;-480.1763086;2157.091514;1813.210303;2185.716812;1734.216263;1456.237683;1556.252947;1040.157093;1354.992803;1129.570315;1106.930001;900.1794954;989.6051699;998.9048889;1174.906737;0.850199303;1582.235631;2052.00621;0.771067662
gene-LOC117898690;0;3.87646E-14;187.5716011;808.0460205;690.5181187;832.819957;1017.13341;876.1104759;952.9570362;744.4464287;912.2429613;957.1436939;795.9567656;653.3412852;629.2416187;692.8465565;871.2776946;0.795207499;948.7336408;777.1280321;1.220820253
gene-LOC117898189;0;4.09662E-14;-969.8652583;4303.823463;4346.710717;4869.731757;3551.231287;3215.744377;3895.329309;3278.666146;3224.050857;3082.56572;3562.159122;2529.862252;2769.109393;2953.710256;3195.094241;0.924451685;3554.101657;4506.755312;0.788616513
gene-LOC117903102;0;4.22724E-14;-2049.15362;9191.235718;9976.498215;10304.84024;7681.294283;7504.314263;8246.783727;8817.554366;6494.654829;6070.120853;9361.753835;5394.653673;5599.581001;6785.329503;7127.443349;0.952000482;7810.797424;9824.191392;0.795057538
gene-LOC117900806;0;4.72634E-14;156.3933481;492.6548387;505.1634637;615.0323113;667.7074441;639.3238608;737.9415384;640.017138;645.8006632;579.4472853;582.6538242;661.5998127;567.8794042;604.044347;621.7550288;0.971515016;681.6576144;537.6168713;1.267924522
gene-LOC117897972;0;5.25158E-14;181.0334059;661.8610567;771.190611;782.2932232;769.4967473;1012.718138;934.1692743;1057.734301;840.9275507;780.0251917;930.6744129;909.3556371;754.1974012;864.7424837;892.895681;0.96846978;905.4613866;738.448297;1.226167614
gene-LOC117903818;0;5.3423E-14;-563.2957752;1489.475143;1748.864387;1671.737968;1140.951742;1011.807421;1118.9156;1128.04313;844.8895179;823.4250896;1298.902649;643.2475294;804.4028495;915.5176758;932.1192459;0.982189435;1090.558254;1636.692499;0.666318355
gene-LOC117889735;0;5.53654E-14;-951.014908;6073.006844;5449.234778;6207.819052;5332.544093;4508.963582;5051.820433;4793.407838;3995.643981;3870.801703;4908.212947;3292.399622;3517.728411;3906.11366;4219.951174;0.92563006;4964.442703;5910.020225;0.840004351
gene-LOC117900699;0;5.66347E-14;348.4026874;2866.146141;2870.596185;2864.343116;3102.294882;3206.637199;3220.013644;2422.552753;2873.416754;2184.070537;2108.331179;2929.024413;2224.659198;2420.671597;2493.346682;0.970852395;3176.315242;2867.028481;1.107877115
gene-LOC117894588;0;6.2806E-14;1167.322522;5411.145787;4261.23629;5064.869487;6170.40679;5571.771197;6198.917676;5405.508235;5798.339083;5638.467814;5020.477653;5445.122453;5518.136607;5327.912237;5614.105044;0.949022542;5980.365221;4912.417188;1.217397666
gene-LOC117903395;0;6.33416E-14;8100.158871;59574.40148;62162.95726;65981.81628;64632.40942;72736.29457;72099.08021;75015.38513;99994.11066;89645.42151;77866.80009;111357.0669;103000.3821;97408.08303;88218.30577;1.104170866;69822.59473;62573.05834;1.115857153
gene-LOC117893467;0;6.53505E-14;-395.1644868;424.742139;494.5992088;442.544496;122.2990882;45.53588752;60.53834403;418.7511161;888.4711578;407.020664;709.512942;503.7701763;685.0254502;632.7695229;571.4143126;1.107374297;76.1244399;453.9619479;0.167689033
gene-LOC117890924;0;7.58761E-14;244.4956845;1404.296503;1384.877785;1440.011913;1554.185928;1683.006403;1657.498109;1652.25749;1598.653789;1413.429107;1609.875884;1606.742402;1382.323343;1532.980543;1554.780129;0.985978991;1631.56348;1409.728734;1.157359881
