Gene;(Intercept);Selection;C_PT1_G9_C;C_PT2_G9_C;C_PT3_G9_C;W_PT1_G9_C;W_PT2_G9_C;W_PT3_G9_C;meanWPT9;meanPT9;WPT-PT;meanWPT9DIVmeanPT9;C_PT1_G23_C;C_PT2_G23_C;C_PT3_G23_C;W_PT1_G23_C;W_PT2_G23_C;W_PT3_G23_C;meanWPT23;meanPT23;WPT23-PT23;meanWPT23DIVmeanPT23
gene-LOC117898156;0;8.67E-14;12815.7147;11221.15667;11310.83405;12407.65951;11817.38625;10497.8886;11574.31145;11782.56847;1055.085221;0.98232499;14284.43788;12774.24381;13476.59418;15741.01478;13505.59139;14453.92535;14566.84384;13511.75862;1055.085221;1.078086447
gene-LOC117894626;0;1.09E-13;2686.583185;2916.916516;3218.716295;2520.828762;3010.304094;2884.50349;2805.212116;2940.738665;-362.9298414;0.953914113;3748.932083;3763.137522;3762.253218;3290.977052;3454.646387;3439.909859;3395.177766;3758.107608;-362.9298414;0.903427501
gene-LOC117892342;0;1.33E-13;1297.880426;1570.085607;1094.821791;1813.701208;1228.109471;1601.231945;1547.680874;1320.929275;241.8849926;1.171660666;1351.783714;1460.181871;1620.21863;1553.266024;1659.720714;1944.852454;1719.279731;1477.394738;241.8849926;1.163724011
gene-LOC117896964;0;1.36E-13;12334.25868;10183.12665;9098.277908;11650.87109;9835.011469;11270.96879;10918.95045;10538.55441;786.180664;1.036095656;7459.146956;10122.6756;8701.579835;8386.270272;10942.02021;9313.65391;9547.314796;8761.134132;786.180664;1.089735033
gene-LOC117900372;0;1.45E-13;1658.240003;1952.956981;1943.582634;1663.639025;1962.10337;1817.361889;1814.368095;1851.593206;-301.388848;0.979895632;2653.788158;2550.623155;2709.658816;2444.750208;2225.026487;2340.12689;2336.634528;2638.023376;-301.388848;0.885752018
gene-LOC117894034;0;2.03E-13;3144.601183;3551.210236;3504.62517;3731.042485;3811.024712;3559.909567;3700.658921;3400.14553;-411.2711067;1.088382508;4883.899423;4539.005863;5285.876146;4479.62263;4183.90148;4811.444003;4491.656037;4902.927144;-411.2711067;0.916117231
gene-LOC117895400;0;2.29E-13;496.1047829;556.0502515;667.4527755;544.1103623;668.1118234;622.4126768;611.5449542;573.2026033;-143.4487455;1.066891446;667.0422089;639.7099031;622.3949871;549.06545;493.9771722;455.7582403;499.6002875;643.049033;-143.4487455;0.776924094
gene-LOC117897450;0;2.29E-13;1650.427329;2107.357426;2096.997153;1815.860376;2375.977951;1942.052242;2044.63019;1951.593969;-307.9100713;1.047671914;2820.825261;2718.473643;2853.058621;2540.388357;2353.84381;2574.395145;2489.542437;2797.452509;-307.9100713;0.889931975
gene-LOC117898981;0;2.39E-13;3785.24043;3684.745756;4069.469534;3136.191672;3523.846431;4579.253199;3746.430434;3846.48524;-353.9252889;0.973987992;3627.249424;3572.98522;3735.365754;3208.147583;3178.91344;3486.76351;3291.274844;3645.200133;-353.9252889;0.902906486
gene-LOC117892978;0;2.48E-13;2193.408154;2168.908955;2114.92872;2014.503842;1845.542774;2458.478119;2106.174911;2159.081943;249.7686512;0.975495589;1446.917428;1847.529151;1561.464544;1742.8345;2080.240074;1782.142502;1868.405692;1618.637041;249.7686512;1.154308004
gene-LOC117890238;0;2.57E-13;2287.160239;2069.800561;1758.289774;2462.531223;2182.554933;2029.335489;2224.807215;2038.416858;-285.4410093;1.091438783;2575.247533;2386.294006;2309.33436;2210.778305;2083.433892;2120.340673;2138.18429;2423.625299;-285.4410093;0.882225603
gene-LOC117903375;0;2.97E-13;3843.835484;3488.615461;3858.275522;3987.983489;4043.301263;3538.088755;3856.457836;3730.242156;399.8194282;1.033835787;4419.29291;4386.41451;4098.844427;4952.689907;4751.336464;4399.98376;4701.33671;4301.517282;399.8194282;1.092948465
gene-LOC117899573;0;3.45E-13;3637.776213;3384.290836;3144.001432;4155.319017;3498.507171;3399.890281;3684.572157;3388.689494;-636.7817797;1.087314776;5308.682521;4704.508792;5549.771621;4595.754669;4316.977227;4739.8857;4550.872532;5187.654311;-636.7817797;0.877250537
gene-LOC117897684;0;3.81E-13;5395.627807;6462.910521;6425.478212;4467.318808;5422.601652;7525.06278;5804.994413;6094.67218;-564.5051323;0.952470328;4691.419582;4834.798332;5413.34264;4318.233252;4276.5222;4651.289705;4415.348386;4979.853518;-564.5051323;0.886642221
gene-LOC117902927;0;4.52E-13;10548.08614;13134.47029;13541.32176;10427.70236;13021.0011;12750.62764;12066.4437;12407.9594;-1195.624552;0.972476079;16174.94391;15000.90378;15664.43703;14696.68034;14230.58806;14326.14267;14417.80369;15613.42824;-1195.624552;0.923423317
gene-LOC117898554;0;5.16E-13;2978.581866;3447.928858;2567.20269;3613.367823;2655.554454;3653.427331;3307.449869;2997.904471;304.2543661;1.103253923;2226.792648;2596.400561;2700.696328;2451.581504;2965.992245;3019.078886;2812.217545;2507.963179;304.2543661;1.121315324
gene-LOC117899115;0;5.28E-13;1179.713736;1309.274044;1200.418798;1350.559649;1133.509566;1455.759867;1313.276361;1229.802193;190.5981262;1.067876093;684.7415046;1093.962623;1064.544386;865.0129096;1276.462563;1273.567419;1138.347631;947.7495046;190.5981262;1.201106015
gene-LOC117896381;0;6.09E-13;25205.63868;27387.30057;27157.35838;22403.52825;25971.89691;27659.43747;25344.95421;26583.43254;1537.645043;0.953411647;22715.9399;26685.88009;24480.53755;24588.39756;27863.93217;26042.96293;26165.09755;24627.45251;1537.645043;1.06243622
gene-LOC117901308;0;7.33E-13;1320.341863;1004.646139;1548.09196;1116.28991;1194.323791;1563.824839;1291.479513;1291.026654;-204.6123709;1.000350774;978.9922966;578.6733619;769.77812;692.5226749;480.1372945;540.9466965;571.202222;775.8145928;-204.6123709;0.73626125
gene-LOC117890681;6.69E-58;7.41E-13;48.82921092;89.71917754;148.4335277;25.91001725;111.4927442;64.42334885;67.27537011;95.66063871;-51.86358142;0.703271178;54.20409326;151.4175734;97.59153397;21.34780132;73.45781224;52.81684281;49.20748546;101.0710669;-51.86358142;0.486860256
gene-LOC117901722;0;8.86E-13;12157.49693;10336.48385;11119.564;11546.15144;10096.00585;12326.68044;11322.94591;11204.51493;1477.865163;1.010569934;6331.923057;9750.587459;7758.526951;7440.989629;11088.93583;9744.707498;9424.877653;7947.012489;1477.865163;1.185964872
gene-LOC117899468;0;9.19E-13;2357.474303;2711.397005;2540.30534;2576.967133;2703.699048;2561.34766;2614.004613;2536.392216;-455.6815524;1.030599525;3836.322355;3480.256629;3341.016291;3472.860319;2904.245099;2913.4452;3096.850206;3552.531758;-455.6815524;0.871730477
gene-LOC117897475;0;1.00E-12;776.3844536;1107.927518;924.471904;1148.677432;995.8329201;1308.209616;1150.906656;936.2612918;-254.9938413;1.229257971;1922.586002;1570.517157;2635.967249;1659.151119;1424.442794;2280.494971;1788.029628;2043.023469;-254.9938413;0.875188002
gene-LOC117901949;0;1.03E-12;3956.142669;1985.297615;2088.031369;3786.101271;1625.935853;2564.464919;2658.834014;2676.490551;1460.289353;0.993403102;6140.549422;7322.037387;6704.936717;7907.22561;8963.982306;7677.183667;8182.797194;6722.507842;1460.289353;1.217223897
gene-LOC117893102;0;1.29E-12;1408.234443;1441.766318;1330.920758;1514.656425;1459.541379;1105.587793;1359.928533;1393.640506;-328.3181831;0.975810136;2167.057524;1892.132778;2077.305509;1859.820451;1650.139261;1641.58155;1717.180421;2045.498604;-328.3181831;0.839492346
gene-LOC117899026;0;1.50E-12;785.1737116;1207.035912;947.3844619;817.2451276;758.4885176;1166.893883;914.2091761;979.8646951;160.6863489;0.932995321;549.7843745;753.5665281;768.782288;727.5330691;883.6229589;943.0362095;851.3974125;690.7110635;160.6863489;1.232639026
gene-LOC117897948;1;1.52E-12;12880.16926;12218.50008;13755.50436;11374.49757;14523.61922;12858.69261;12918.93647;12951.39124;452.7139809;0.99749411;14629.57415;14695.72108;13726.548;15278.19445;14976.87685;14154.91387;14803.32839;14350.61441;452.7139809;1.031546662
gene-LOC117903562;0;1.56E-12;777.3610378;688.5425253;662.4717846;1004.013169;853.9330638;823.9954135;893.9805486;709.4584492;-213.9093145;1.260088663;1313.066504;1139.740029;1324.456532;1069.951802;1009.246464;1056.336856;1045.178374;1259.087689;-213.9093145;0.830107691
gene-LOC117903333;0;1.57E-12;2250.050039;2155.346753;1946.571229;2475.486232;2224.787033;1865.159858;2188.477707;2117.322674;-330.9034544;1.033606136;3120.607083;2979.052723;3160.770702;2771.798524;2773.298564;2722.623058;2755.906715;3086.81017;-330.9034544;0.892800841
gene-LOC117894197;0;1.81E-12;7638.841756;7304.810245;7627.889406;7274.237344;8684.609062;6843.422186;7600.756197;7523.847136;537.7617614;1.010222039;8784.381726;8315.054961;8278.351244;9465.615107;8810.679045;8714.779063;8997.024405;8459.262644;537.7617614;1.063570761
gene-LOC117890686;0;1.92E-12;6735.501354;6644.435369;6956.451838;6996.784243;7462.412086;6267.768391;6908.98824;6778.796187;573.9288547;1.019205778;7982.382387;7741.076718;8007.484946;8760.283751;8248.567091;8443.879772;8484.243538;7910.314683;573.9288547;1.072554491
gene-LOC117903700;0;2.10E-12;2883.853197;2279.493057;2057.149226;3024.994514;2098.935374;2853.330902;2659.08693;2406.831827;336.7716563;1.104807947;1736.743396;1900.349235;1518.643768;1987.907259;2398.557261;1779.586849;2055.350456;1718.5788;336.7716563;1.195959392
gene-LOC117891452;0;2.17E-12;125.9793642;101.1948863;76.70725927;155.4601035;93.7552622;119.4949212;122.903429;101.2938366;76.15999858;1.213335709;80.75303689;109.1615064;93.60820605;117.8398633;199.0813172;195.0815646;170.6675817;94.50758312;76.15999858;1.805861245
gene-LOC117903489;0;2.43E-12;3436.599864;3139.127967;3376.115606;3381.257252;3166.562865;3108.946125;3218.92208;3317.281146;-409.8625953;0.970349494;5060.892381;4077.710465;4467.302259;4469.375685;3793.191087;4113.750547;4125.439106;4535.301702;-409.8625953;0.909628373
gene-LOC117900556;0;2.54E-12;80309.4032;57025.92654;77615.79201;62385.92363;73617.30759;67958.32034;67987.18385;71650.37391;7099.920231;0.948874097;55693.04651;62842.98808;50796.39343;64489.14606;67994.25438;58148.78828;63544.06291;56444.14268;7099.920231;1.125786661
gene-LOC117896295;0;2.79E-12;4241.30526;2864.754204;2349.03529;4020.371011;2669.068726;3651.349159;3446.929632;3151.698252;278.4109061;1.093673746;1909.31153;2498.976851;2309.33436;2185.160943;2852.079406;2515.61511;2517.618486;2239.20758;278.4109061;1.124334568
gene-LOC117902314;0;3.29E-12;5167.107099;5399.842592;4896.314017;6193.573708;5087.278777;5442.733891;5574.528792;5154.421236;-854.0222463;1.081504312;7473.527634;7462.890943;8407.809401;6692.962671;6867.773142;7221.425427;6927.38708;7781.409326;-854.0222463;0.890248384
gene-LOC117889893;0;4.71E-12;582.0441942;635.3369665;566.8367601;656.3871038;610.6761673;649.4289198;638.8307303;594.7393069;159.1486839;1.074135714;673.6794448;761.7829856;702.0615454;851.3503168;883.6229589;879.9967519;871.6566759;712.5079919;159.1486839;1.223364069
gene-LOC117900325;0;4.81E-12;1339.873548;1421.944639;1553.072951;1357.037154;1380.989673;1281.193373;1339.740067;1438.297046;-313.3423608;0.931476617;2131.658933;1986.035149;2174.897043;1859.820451;1743.824586;1748.919005;1784.188014;2097.530375;-313.3423608;0.850613672
gene-LOC117895247;0;5.25E-12;1037.13244;1389.604006;1385.711658;1137.881591;1323.554017;1218.848197;1226.761268;1270.816034;-363.137544;0.965333483;1987.852155;1743.062764;2192.822018;1624.140725;1519.192726;1690.990854;1611.441435;1974.578979;-363.137544;0.816093685
gene-LOC117891610;0;5.26E-12;35366.99747;33711.45934;24710.69567;32066.8851;25420.34569;35911.86064;31133.03048;31263.05082;5114.127132;0.995841086;22208.19135;28811.59501;25053.14094;27070.7199;36128.46835;28216.12044;30471.76957;25357.64243;5114.127132;1.201679913
gene-LOC117893323;0;5.31E-12;3415.115012;3571.031915;3512.594756;3330.516801;3246.803855;3659.661849;3412.327502;3499.580561;370.1456488;0.975067567;2086.304487;2268.916042;2326.263504;2568.567455;2624.253727;2599.099797;2597.306993;2227.161344;370.1456488;1.166196154
gene-LOC117898393;0;5.38E-12;1491.244101;1347.874156;1616.829634;1357.037154;1617.489433;1334.186773;1436.237787;1485.315964;-237.2158142;0.966957753;2005.551451;1791.187729;1877.143281;1686.476305;1604.361204;1671.397509;1654.078339;1891.294153;-237.2158142;0.87457487
gene-LOC117895441;0;7.78E-12;3854.57791;3582.507624;4580.519197;3976.108064;4568.668588;3516.267943;4020.348199;4005.868243;-561.2714485;1.003614686;5268.859106;4581.26193;5356.580217;4664.921545;4242.454809;4615.510554;4507.628969;5068.900418;-561.2714485;0.889271557
gene-LOC117891506;0;8.47E-12;614.2714734;592.5638702;406.4488543;833.4388883;464.553101;720.0867863;672.6929252;537.7613993;166.0752177;1.250913372;414.8272443;554.0239895;463.0618704;596.884525;673.8955819;659.3586505;643.3795858;477.3043681;166.0752177;1.347944056
gene-LOC117900543;0;9.17E-12;9980.690712;10899.83682;12602.90308;9540.28427;12754.09423;11983.78197;11426.05349;11161.14354;-674.5242694;1.023735019;15817.63938;14497.35232;14719.39249;15026.2904;14044.28202;13940.23896;14336.93712;15011.46139;-674.5242694;0.955066049
gene-LOC117895273;0;9.22E-12;3470.780312;4080.136085;2874.031727;4929.380783;3565.23389;3688.756265;4061.123646;3474.982708;369.1643428;1.16867449;3920.39401;4154.006142;4555.931305;4354.097558;4516.058544;4867.668384;4579.274829;4210.110486;369.1643428;1.087685191
gene-LOC117895730;0;9.28E-12;680.6792002;613.4287952;442.3119885;683.3767051;463.708459;587.0837435;578.0563025;578.8066613;134.7239448;0.998703611;361.729357;667.8806145;517.8326292;506.3698474;812.2943586;632.9502291;650.538145;515.8142003;134.7239448;1.261186964
gene-LOC117897203;0;9.59E-12;2097.702901;3117.219796;2568.198888;1893.590428;3519.623221;2986.333945;2799.849198;2594.373862;-221.6306239;1.079200357;1690.282745;1777.102373;1619.222798;1496.053917;1485.125335;1440.536793;1473.905348;1695.535972;-221.6306239;0.869285802
gene-LOC117899138;0;1.04E-11;9955.299522;9187.869727;10943.23692;9663.356852;10513.259;10100.95765;10092.5245;10028.80206;665.3964227;1.006353943;9508.946646;9653.163749;9325.966486;10142.76736;10045.62198;10295.87681;10161.42205;9496.025627;665.3964227;1.070071043
gene-LOC117895249;0;1.37E-11;5360.470775;6420.137425;5760.017833;6368.466324;6333.125729;6264.651132;6322.081062;5846.875344;486.8688357;1.081275158;7963.576885;7276.259981;7356.210831;8493.009278;7574.671509;7988.973417;8018.884735;7532.015899;486.8688357;1.064639911
gene-LOC117898615;0;1.39E-11;856.4643595;896.1485291;888.6087698;724.4008991;865.7580518;768.9238411;786.3609307;880.4072195;-179.5122454;0.893178649;1046.470862;1162.041842;1226.864999;908.5624243;993.2773743;995.0011677;965.6136554;1145.125901;-179.5122454;0.843237983
gene-LOC117901086;0;1.58E-11;998.0690712;1021.338079;946.3882638;1006.172337;1091.277466;800.0964292;965.8487441;988.5984714;-202.5743843;0.9769879;1556.431821;1619.815902;1184.044223;1314.170649;1425.5074;1012.890743;1250.856264;1453.430649;-202.5743843;0.860623288
gene-LOC117893364;0;1.62E-11;319.3430394;394.3470827;434.3424032;311.9997911;511.0084111;430.1817165;417.7299729;382.6775084;-102.7173639;1.091597922;439.163776;340.3960953;412.2744394;320.2170198;240.6009503;322.8642488;294.5607396;397.2781036;-102.7173639;0.741447205
gene-LOC117890725;0;1.82E-11;2371.146482;2126.135858;1861.894384;2332.981137;1908.046282;2344.178629;2195.068683;2119.725575;241.30047;1.035543803;1790.947489;1890.958998;1750.67262;1976.806403;2231.414123;1948.259992;2052.160172;1810.859702;241.30047;1.133251886
gene-LOC117898934;0;1.94E-11;1140.650367;1281.106396;1140.646907;1403.459268;1231.488039;1339.382204;1324.776504;1187.46789;-229.2978863;1.115631433;2003.339039;1598.687868;1984.693135;1695.869337;1457.445579;1745.511466;1632.942128;1862.240014;-229.2978863;0.876869853
gene-LOC117893560;0;2.41E-11;5589.968066;4044.665713;4906.275999;5028.702515;4566.979304;3915.277072;4503.652964;4846.969926;675.9514273;0.929168745;5079.697882;4453.31995;4653.522839;5551.282256;5133.530009;5529.582688;5404.798318;4728.84689;675.9514273;1.142942126
gene-LOC117901448;0;2.41E-11;5369.260033;6024.747096;6640.657017;5448.660712;6717.43784;5838.625761;6001.574771;6011.554715;-573.6667704;0.998339873;7638.352325;7339.644081;8103.084816;7270.207219;6713.405276;7376.468417;7120.02697;7693.693741;-573.6667704;0.925436755
gene-LOC117898602;0;3.42E-11;6711.086749;5281.955766;6256.124523;5898.847262;6638.886134;5000.08314;5845.938845;6083.055679;494.7805024;0.961020111;7289.89744;6527.388571;6836.386538;7830.373525;7150.958331;7156.6822;7379.338019;6884.557517;494.7805024;1.071868163
gene-LOC117892388;0;3.57E-11;49345.82397;48109.30084;56110.86206;45751.69255;56764.16573;45399.75738;49305.20522;51188.66229;4662.343794;0.963205581;52020.44264;49789.38472;50154.08181;58030.15529;52647.95926;55272.826;55316.98018;50654.63639;4662.343794;1.092041798
gene-LOC117893881;0;4.31E-11;5433.714591;5182.847372;5182.222893;5144.218009;5867.727986;5336.747092;5449.564362;5266.261619;559.6614799;1.034806995;6018.866764;5855.986618;5629.438179;6499.978547;6295.015128;6388.282326;6394.425333;5834.763854;559.6614799;1.095918446
gene-LOC117900193;0;4.68E-11;1129.907941;1244.592777;838.7988611;1231.805404;875.0491139;1476.541592;1194.46537;1071.09986;263.9739701;1.115176479;754.4324817;1010.624269;734.9240007;936.7415221;1277.527169;1077.63397;1097.300887;833.3269171;263.9739701;1.316771203
gene-LOC117896755;0;5.36E-11;6018.688538;5117.122858;4696.078185;5716.397557;4971.562823;4411.96031;5033.306896;5277.296527;396.5299677;0.95376617;5258.903252;5267.923019;5309.776114;5673.39168;5669.026815;5683.773794;5675.397429;5278.867462;396.5299677;1.075116485
gene-LOC117901477;0;5.47E-11;4218.843823;4746.770439;3972.838311;4589.311806;4458.020485;4854.611061;4633.981118;4312.817525;1019.05085;1.074467234;4713.543701;5184.584665;5116.58471;5773.29939;5836.169953;6462.396283;6023.955208;5004.904359;1019.05085;1.203610454
gene-LOC117899197;0;5.83E-11;536.1447359;918.0567004;722.243675;477.1761511;880.9616079;748.1421156;702.0932915;725.4817037;-123.1598963;0.967761541;609.5194977;535.2435153;430.1994151;430.3716747;442.8760854;332.2349789;401.8275797;524.987476;-123.1598963;0.765404125
gene-LOC117895974;0;6.98E-11;5411.253154;3543.907513;6050.907699;3378.018499;4434.370509;6601.315084;4804.568031;5002.022789;1542.172115;0.960525018;3279.900745;5442.816185;6062.62509;4876.691734;6840.093387;7695.073243;6470.619455;4928.44734;1542.172115;1.312912365
gene-LOC117899564;0;7.38E-11;6394.673462;5415.491286;6187.386849;5915.041022;6143.081279;5472.867393;5843.663232;5999.183865;525.7790598;0.974076368;7794.327369;7447.631808;7129.16114;8510.941432;7787.592704;7649.923361;7982.819166;7457.040106;525.7790598;1.070507742
gene-LOC117894065;0;7.98E-11;1418.000285;1493.928631;1607.86385;1325.729216;1486.569923;1311.326875;1374.542005;1506.597589;-358.5336366;0.91234847;2196.925086;2061.157046;2272.488577;1855.550891;1842.832942;1756.585966;1818.323266;2176.856903;-358.5336366;0.835297563
gene-LOC117896994;0;8.86E-11;1836.954915;1314.490276;1267.164075;1648.524848;1238.245175;1238.590836;1375.120286;1472.869755;211.1961868;0.933633325;1714.619277;1387.407533;1193.006711;1886.291725;1655.46229;1386.868066;1642.874027;1431.67784;211.1961868;1.147516558
gene-LOC117901318;0;9.84E-11;10805.90438;8161.315417;10819.70835;10368.32524;9959.173843;9227.086093;9851.528391;9928.976048;-1014.445925;0.992199834;12277.78023;10902.06529;11478.95523;11020.58896;10303.25662;10291.61739;10538.48765;11552.93358;-1014.445925;0.912191486
gene-LOC117899662;0;1.18E-10;3948.329995;3049.40879;3902.108241;3707.291635;3643.785596;3013.350188;3454.80914;3633.282342;-345.9746772;0.950878246;5017.750347;4065.972669;4386.639869;4696.516291;3807.030965;3928.891597;4144.146284;4490.120962;-345.9746772;0.922947582
gene-LOC117895516;0;1.27E-10;5968.882743;4723.819022;3888.161467;5199.276796;4298.383147;4524.181627;4673.94719;4860.287744;-478.1899641;0.961660592;3188.085648;4338.289545;3404.749537;2849.504521;3597.303588;3049.74673;3165.518279;3643.708244;-478.1899641;0.868762828
gene-LOC117890733;0;1.33E-10;2137.742854;1777.691611;1787.179521;1847.168313;1071.8507;1714.492348;1544.503787;1900.871329;275.8581494;0.812524111;1825.239875;1881.568761;1903.034912;1986.199435;2204.798973;2246.419588;2145.805999;1869.947849;275.8581494;1.147521841
gene-LOC117890383;0;1.47E-10;3500.077839;3964.335752;4112.306056;4248.163246;4611.74533;3831.111084;4230.339886;3858.906549;395.3456987;1.09625352;4502.258358;4685.728318;4697.339446;5086.754099;5037.715472;4946.893648;5023.78774;4628.442041;395.3456987;1.085416582
gene-LOC117894431;0;1.58E-10;1998.091311;2017.638248;1933.620653;1886.033339;2139.478191;2310.927868;2112.146466;1983.116737;210.4902014;1.065064112;1378.332657;1559.95314;1611.256143;1544.726904;1745.953798;1890.331842;1727.004181;1516.51398;210.4902014;1.138798721
gene-LOC117891871;0;1.60E-10;1616.246881;1889.31896;1678.59392;1566.47646;1919.026628;2044.921783;1843.474957;1728.053254;234.9703786;1.066792909;1821.921257;1852.22427;2026.518078;2100.62365;2018.492928;2286.458163;2135.19158;1900.221202;234.9703786;1.123654224
gene-LOC117901149;0;2.03E-10;2517.634115;2574.731746;2201.597961;2944.02571;2239.990589;2811.767451;2665.26125;2431.321274;-280.8575901;1.096219277;2845.161793;3114.037382;3232.470605;2613.824794;2896.792857;2838.479359;2783.032336;3063.889927;-280.8575901;0.908333003
